ModuloParteAnotacao,PosiçãoInicial,Tamanho,Codigo,Numero,Descricao,Tipo,Categoria
,,,,,"Em geral, que grau de dificuldade ___ tem para deitar-se ou levantar-se da cama sozinho(a)",9 ,Ignorado
,,,,,"Em geral, que grau de dificuldade ___ tem para deitar-se ou levantar-se da cama sozinho(a)",,Não aplicável
,455.0,1.0,K019,K19,"Em geral, que grau de dificuldade ___ tem para sentar-se ou levantar-se da cadeira sozinho",1,Não consegue
,,,,,"Em geral, que grau de dificuldade ___ tem para sentar-se ou levantar-se da cadeira sozinho",2,Tem grande dificuldade
,,,,,"Em geral, que grau de dificuldade ___ tem para sentar-se ou levantar-se da cadeira sozinho",3,Tem pequena dificuldade
,,,,,"Em geral, que grau de dificuldade ___ tem para sentar-se ou levantar-se da cadeira sozinho",4,Não tem dificuldade
,,,,,"Em geral, que grau de dificuldade ___ tem para sentar-se ou levantar-se da cadeira sozinho",9 ,Ignorado
,,,,,"Em geral, que grau de dificuldade ___ tem para sentar-se ou levantar-se da cadeira sozinho",,Não aplicável
,456.0,1.0,K01901,K19a,"___ precisa de ajuda para realizar alguma(s) destas atividades (comer, tomar banho, ir ao banheiro, se vestir, andar em casa de um cômodo ao outro, deitar-se ou levantar-se da cama sozinho, sentar ou levantar da cadeira sozinho)",1,Sim
,,,,,"___ precisa de ajuda para realizar alguma(s) destas atividades (comer, tomar banho, ir ao banheiro, se vestir, andar em casa de um cômodo ao outro, deitar-se ou levantar-se da cama sozinho, sentar ou levantar da cadeira sozinho)",2,Não
,,,,,"___ precisa de ajuda para realizar alguma(s) destas atividades (comer, tomar banho, ir ao banheiro, se vestir, andar em casa de um cômodo ao outro, deitar-se ou levantar-se da cama sozinho, sentar ou levantar da cadeira sozinho)",9 ,Ignorado
,,,,,"___ precisa de ajuda para realizar alguma(s) destas atividades (comer, tomar banho, ir ao banheiro, se vestir, andar em casa de um cômodo ao outro, deitar-se ou levantar-se da cama sozinho, sentar ou levantar da cadeira sozinho)",,Não aplicável
,457.0,1.0,K02001,K20a,___  recebe ajuda para realizar alguma(s) destas atividades,1,Sim
,,,,,___  recebe ajuda para realizar alguma(s) destas atividades,2,Não
,,,,,___  recebe ajuda para realizar alguma(s) destas atividades,9 ,Ignorado
,,,,,___  recebe ajuda para realizar alguma(s) destas atividades,,Não aplicável
,458.0,1.0,K02101,K21a,"Na maioria das vezes, quem presta ajuda a ___ para realizar algumas dessas atividades",1, Parente morador no domicílio
,,,,,"Na maioria das vezes, quem presta ajuda a ___ para realizar algumas dessas atividades",2, Parente não morador no domicílio
,,,,,"Na maioria das vezes, quem presta ajuda a ___ para realizar algumas dessas atividades",3,Enfermeiro ou cuidador contratado 
,,,,,"Na maioria das vezes, quem presta ajuda a ___ para realizar algumas dessas atividades",4, Empregada doméstica
,,,,,"Na maioria das vezes, quem presta ajuda a ___ para realizar algumas dessas atividades",5,Outra pessoa não parente 
,,,,,"Na maioria das vezes, quem presta ajuda a ___ para realizar algumas dessas atividades",9 ,Ignorado
,,,,,"Na maioria das vezes, quem presta ajuda a ___ para realizar algumas dessas atividades",,Não aplicável
,459.0,1.0,K02102,K21b,Essa pessoa que lhe presta ajuda é remunerada por este serviço,1,Sim
,,,,,Essa pessoa que lhe presta ajuda é remunerada por este serviço,2,Não
,,,,,Essa pessoa que lhe presta ajuda é remunerada por este serviço,9 ,Ignorado
,,,,,Essa pessoa que lhe presta ajuda é remunerada por este serviço,,Não aplicável
,460.0,1.0,K022,K22,"Em geral, que grau de dificuldade ___ tem para fazer compras sozinho(a), por exemplo de alimentos, roupas ou medicamentos",1,Não consegue
,,,,,"Em geral, que grau de dificuldade ___ tem para fazer compras sozinho(a), por exemplo de alimentos, roupas ou medicamentos",2,Tem grande dificuldade
,,,,,"Em geral, que grau de dificuldade ___ tem para fazer compras sozinho(a), por exemplo de alimentos, roupas ou medicamentos",3,Tem pequena dificuldade
,,,,,"Em geral, que grau de dificuldade ___ tem para fazer compras sozinho(a), por exemplo de alimentos, roupas ou medicamentos",4,Não tem dificuldade
,,,,,"Em geral, que grau de dificuldade ___ tem para fazer compras sozinho(a), por exemplo de alimentos, roupas ou medicamentos",9 ,Ignorado
,,,,,"Em geral, que grau de dificuldade ___ tem para fazer compras sozinho(a), por exemplo de alimentos, roupas ou medicamentos",,Não aplicável
,461.0,1.0,K025,K25,"Em geral, que grau de dificuldade ___ tem para administrar as finanças sozinho(a) (cuidar do seu próprio dinheiro)",1,Não consegue
,,,,,"Em geral, que grau de dificuldade ___ tem para administrar as finanças sozinho(a) (cuidar do seu próprio dinheiro)",2,Tem grande dificuldade
,,,,,"Em geral, que grau de dificuldade ___ tem para administrar as finanças sozinho(a) (cuidar do seu próprio dinheiro)",3,Tem pequena dificuldade
,,,,,"Em geral, que grau de dificuldade ___ tem para administrar as finanças sozinho(a) (cuidar do seu próprio dinheiro)",4,Não tem dificuldade
,,,,,"Em geral, que grau de dificuldade ___ tem para administrar as finanças sozinho(a) (cuidar do seu próprio dinheiro)",9 ,Ignorado
,,,,,"Em geral, que grau de dificuldade ___ tem para administrar as finanças sozinho(a) (cuidar do seu próprio dinheiro)",,Não aplicável
,462.0,1.0,K028,K28,"Em geral, que grau de dificuldade ___ tem para tomar os remédios sozinho (a) (Engolir o remédio, organizar horário e capacidade de lembrar de tomar o remédio)",1, Nenhuma dificuldade
,,,,,"Em geral, que grau de dificuldade ___ tem para tomar os remédios sozinho (a) (Engolir o remédio, organizar horário e capacidade de lembrar de tomar o remédio)",2, Alguma dificuldade
,,,,,"Em geral, que grau de dificuldade ___ tem para tomar os remédios sozinho (a) (Engolir o remédio, organizar horário e capacidade de lembrar de tomar o remédio)",3, Muita dificuldade
,,,,,"Em geral, que grau de dificuldade ___ tem para tomar os remédios sozinho (a) (Engolir o remédio, organizar horário e capacidade de lembrar de tomar o remédio)",4,Não consegue de modo algum
,,,,,"Em geral, que grau de dificuldade ___ tem para tomar os remédios sozinho (a) (Engolir o remédio, organizar horário e capacidade de lembrar de tomar o remédio)",5,Não faz uso de medicamentos
,,,,,"Em geral, que grau de dificuldade ___ tem para tomar os remédios sozinho (a) (Engolir o remédio, organizar horário e capacidade de lembrar de tomar o remédio)",9 ,Ignorado
,,,,,"Em geral, que grau de dificuldade ___ tem para tomar os remédios sozinho (a) (Engolir o remédio, organizar horário e capacidade de lembrar de tomar o remédio)",,Não aplicável
,463.0,1.0,K031,K31,"Em geral, que grau de dificuldade ___ tem para ir ao médico sozinho(a)",1,Não consegue
,,,,,"Em geral, que grau de dificuldade ___ tem para ir ao médico sozinho(a)",2,Tem grande dificuldade
,,,,,"Em geral, que grau de dificuldade ___ tem para ir ao médico sozinho(a)",3,Tem pequena dificuldade
,,,,,"Em geral, que grau de dificuldade ___ tem para ir ao médico sozinho(a)",4,Não tem dificuldade
,,,,,"Em geral, que grau de dificuldade ___ tem para ir ao médico sozinho(a)",9 ,Ignorado
,,,,,"Em geral, que grau de dificuldade ___ tem para ir ao médico sozinho(a)",,Não aplicável
,464.0,1.0,K034,K34,"Em geral, que grau de dificuldade ___ tem para sair sozinho(a) utilizando um transporte como ônibus, metrô, táxi, carro, etc.",1,Não consegue
,,,,,"Em geral, que grau de dificuldade ___ tem para sair sozinho(a) utilizando um transporte como ônibus, metrô, táxi, carro, etc.",2,Tem grande dificuldade
,,,,,"Em geral, que grau de dificuldade ___ tem para sair sozinho(a) utilizando um transporte como ônibus, metrô, táxi, carro, etc.",3,Tem pequena dificuldade
,,,,,"Em geral, que grau de dificuldade ___ tem para sair sozinho(a) utilizando um transporte como ônibus, metrô, táxi, carro, etc.",4,Não tem dificuldade
,,,,,"Em geral, que grau de dificuldade ___ tem para sair sozinho(a) utilizando um transporte como ônibus, metrô, táxi, carro, etc.",9 ,Ignorado
,,,,,"Em geral, que grau de dificuldade ___ tem para sair sozinho(a) utilizando um transporte como ônibus, metrô, táxi, carro, etc.",,Não aplicável
,465.0,1.0,K03401,K34a,"___ precisa de ajuda para realizar alguma(s) destas atividades (fazer compras, administrar as finanças, tomar os remédios, ir ao médico, sair utilizando um transporte como ônibus, metrô, táxi, carro, etc. )",1,Sim
,,,,,"___ precisa de ajuda para realizar alguma(s) destas atividades (fazer compras, administrar as finanças, tomar os remédios, ir ao médico, sair utilizando um transporte como ônibus, metrô, táxi, carro, etc. )",2,Não
,,,,,"___ precisa de ajuda para realizar alguma(s) destas atividades (fazer compras, administrar as finanças, tomar os remédios, ir ao médico, sair utilizando um transporte como ônibus, metrô, táxi, carro, etc. )",9 ,Ignorado
,,,,,"___ precisa de ajuda para realizar alguma(s) destas atividades (fazer compras, administrar as finanças, tomar os remédios, ir ao médico, sair utilizando um transporte como ônibus, metrô, táxi, carro, etc. )",,Não aplicável
,466.0,1.0,K03501,K35a,___  recebe ajuda para realizar alguma(s) destas atividades,1,Sim
,,,,,___  recebe ajuda para realizar alguma(s) destas atividades,2,Não 
,,,,,___  recebe ajuda para realizar alguma(s) destas atividades,9 ,Ignorado
,,,,,___  recebe ajuda para realizar alguma(s) destas atividades,,Não aplicável
,467.0,1.0,K03601,K36a,"Na maioria das vezes, quem presta ajuda a ___ para realizar algumas dessas atividades?",1,Parente morador no domicílio
,,,,,"Na maioria das vezes, quem presta ajuda a ___ para realizar algumas dessas atividades?",2,Parente não morador no domicílio
,,,,,"Na maioria das vezes, quem presta ajuda a ___ para realizar algumas dessas atividades?",3,Enfermeiro ou cuidador contratado 
,,,,,"Na maioria das vezes, quem presta ajuda a ___ para realizar algumas dessas atividades?",4,Empregada doméstica
,,,,,"Na maioria das vezes, quem presta ajuda a ___ para realizar algumas dessas atividades?",5,Outra pessoa não parente
,,,,,"Na maioria das vezes, quem presta ajuda a ___ para realizar algumas dessas atividades?",9 ,Ignorado
,,,,,"Na maioria das vezes, quem presta ajuda a ___ para realizar algumas dessas atividades?",,Não aplicável
,468.0,1.0,K03602,K36b,Essa pessoa que lhe presta ajuda é remunerada por este serviço?,1,Sim
,,,,,Essa pessoa que lhe presta ajuda é remunerada por este serviço?,2,Não 
,,,,,Essa pessoa que lhe presta ajuda é remunerada por este serviço?,9 ,Ignorado
,,,,,Essa pessoa que lhe presta ajuda é remunerada por este serviço?,,Não aplicável
,469.0,1.0,K04301,K43a,"___faz uso de algum medicamento, que foi receitado por um médico, para uso regular ou contínuo (Diário)",1,Sim
,,,,,"___faz uso de algum medicamento, que foi receitado por um médico, para uso regular ou contínuo (Diário)",2,Não
,,,,,"___faz uso de algum medicamento, que foi receitado por um médico, para uso regular ou contínuo (Diário)",3,Não sabe/Não respondeu
,,,,,"___faz uso de algum medicamento, que foi receitado por um médico, para uso regular ou contínuo (Diário)",9,Ignorado
,,,,,"___faz uso de algum medicamento, que foi receitado por um médico, para uso regular ou contínuo (Diário)",,Não aplicável
,470.0,2.0,K04302,K43b,"Quantos medicamentos diferentes de uso regular ou contínuo, receitados pelo médico, ___ usou nas duas últimas semanas",01 a 98,Medicamentos
,,,,,"Quantos medicamentos diferentes de uso regular ou contínuo, receitados pelo médico, ___ usou nas duas últimas semanas",99,ignorado
,,,,,"Quantos medicamentos diferentes de uso regular ou contínuo, receitados pelo médico, ___ usou nas duas últimas semanas",,Não aplicável
,472.0,1.0,K04401,K44a,Quando foi a última vez que ___ fez exame de vista por profissional de saúde,1,Menos de 6 meses
,,,,,Quando foi a última vez que ___ fez exame de vista por profissional de saúde,2, De 6 meses a menos de 1 ano
,,,,,Quando foi a última vez que ___ fez exame de vista por profissional de saúde,3, De 1 ano a menos de 2 anos
,,,,,Quando foi a última vez que ___ fez exame de vista por profissional de saúde,4, De 2 a 3 anos
,,,,,Quando foi a última vez que ___ fez exame de vista por profissional de saúde,5,3 anos ou mais
,,,,,Quando foi a última vez que ___ fez exame de vista por profissional de saúde,6, Nunca fez
,,,,,Quando foi a última vez que ___ fez exame de vista por profissional de saúde,9,ignorado
,,,,,Quando foi a última vez que ___ fez exame de vista por profissional de saúde,,Não aplicável
,473.0,1.0,K045,K45,Algum médico já deu a ___ diagnóstico de catarata em uma ou em ambas as vistas,1,Sim
,,,,,Algum médico já deu a ___ diagnóstico de catarata em uma ou em ambas as vistas,2,Não
,,,,,Algum médico já deu a ___ diagnóstico de catarata em uma ou em ambas as vistas,9 ,Ignorado
,,,,,Algum médico já deu a ___ diagnóstico de catarata em uma ou em ambas as vistas,,Não aplicável
,474.0,1.0,K046,K46,Houve indicação para realização de cirurgia nos olhos para retirar a catarata,1,Sim
,,,,,Houve indicação para realização de cirurgia nos olhos para retirar a catarata,2,Não
,,,,,Houve indicação para realização de cirurgia nos olhos para retirar a catarata,9 ,Ignorado
,,,,,Houve indicação para realização de cirurgia nos olhos para retirar a catarata,,Não aplicável
,475.0,1.0,K047,K47,___ fez a cirurgia,1,Sim
,,,,,___ fez a cirurgia,2,Não
,,,,,___ fez a cirurgia,9 ,Ignorado
,,,,,___ fez a cirurgia,,Não aplicável
,476.0,1.0,K048,K48,Qual o principal motivo do(a) ___ não ter feito a cirurgia de catarata,1," Está marcada, mas ainda não fez"
,,,,,Qual o principal motivo do(a) ___ não ter feito a cirurgia de catarata,2,Não achou necessário ou teve medo
,,,,,Qual o principal motivo do(a) ___ não ter feito a cirurgia de catarata,3, Ainda não conseguiu vaga
,,,,,Qual o principal motivo do(a) ___ não ter feito a cirurgia de catarata,4, Estava com dificuldades financeiras
,,,,,Qual o principal motivo do(a) ___ não ter feito a cirurgia de catarata,5,Não conseguiu marcar a cirurgia pelo plano
,,,,,Qual o principal motivo do(a) ___ não ter feito a cirurgia de catarata,6,Outro
,,,,,Qual o principal motivo do(a) ___ não ter feito a cirurgia de catarata,9 ,Ignorado
,,,,,Qual o principal motivo do(a) ___ não ter feito a cirurgia de catarata,,Não aplicável
,477.0,1.0,K050,K50,___ pagou algum valor pela cirurgia,1,Sim
,,,,,___ pagou algum valor pela cirurgia,2,Não
,,,,,___ pagou algum valor pela cirurgia,9 ,Ignorado
,,,,,___ pagou algum valor pela cirurgia,,Não aplicável
,478.0,1.0,K051,K51,A cirurgia foi feita através do Sistema Único de Saúde (SUS),1,Sim
,,,,,A cirurgia foi feita através do Sistema Único de Saúde (SUS),2,Não
,,,,,A cirurgia foi feita através do Sistema Único de Saúde (SUS),3,Não sabe/Não lembra
,,,,,A cirurgia foi feita através do Sistema Único de Saúde (SUS),9,Ignorado
,,,,,A cirurgia foi feita através do Sistema Único de Saúde (SUS),,Não aplicável
,479.0,1.0,K052,K52,"Nos últimos doze meses, ___ tomou vacina contra gripe",1,Sim
,,,,,"Nos últimos doze meses, ___ tomou vacina contra gripe",2,Não
,,,,,"Nos últimos doze meses, ___ tomou vacina contra gripe",9 ,Ignorado
,,,,,"Nos últimos doze meses, ___ tomou vacina contra gripe",,Não aplicável
,480.0,2.0,K05302,K53a,Qual o principal motivo por não ter tomado a vacina contra gripe,01,Não acha necessário ou raramente fica gripado
,,,,,Qual o principal motivo por não ter tomado a vacina contra gripe,02,Não sabia onde tomar a vacina
